RecordNum,Gender,AcademicClassYr,Ethnicity,MathPlacement,LastGPA,HSGPA,MaxHS_GPA_Scale,TestUsed,MaxMath,MaxVerbal,Calc1Number,Calc1LastGrade,Calc1LastQP,Phys1Grade,PhysicsITimes,P1_PrevGrade
1149,MALE,2024,White,3115,3.67,3.65,4,SAT,800,750,0,,,H,1,N
1150,FEMALE,2024,White,3111,2.81,91.8,100,ACT,760,740,1,C+,2.3,C+,1,N
1151,FEMALE,2024,White,3111,2.62,4.07,4.5,SAT,660,670,1,C,2,D,1,N
1152,FEMALE,2024,TwoOrMore,3111,3.23,0,0,SAT,600,600,1,B-,2.7,B+,1,N
1153,MALE,2024,White,3115,3.76,3.78,4,SAT,760,710,0,,,A,1,N
1154,FEMALE,2024,White,3115,3.5,3.99,4,ACT,790,710,0,,,B+,1,N
1155,MALE,2024,White,3111,3.59,3.8,4,SAT,800,710,1,A-,3.7,,0,N
1156,MALE,2024,Hispanic,3111,2.96,3.92,4,ACT,700,800,1,B,3,B,1,N
1157,MALE,2024,White,3115,3.72,3.84,4,SAT,730,730,0,,,H,1,N
1158,MALE,2024,TwoOrMore,3111,2.01,3.85,4,SAT,680,650,1,C,2,C+,1,N
1159,FEMALE,2024,White,3111,3.67,4,4,SAT,760,680,1,A,4,B+,1,N
1160,MALE,2024,White,3115,3.93,96,100,ACT,760,780,0,,,,0,N
1161,FEMALE,2024,TwoOrMore,3107,3.63,3.7,4,ACT,600,800,1,A,4,B,1,N
1162,MALE,2024,TwoOrMore,3111,2.93,3.89,4,SAT,670,640,1,B+,3.3,B,1,N
1163,MALE,2024,White,3111,3.16,3.73,4,SAT,670,620,1,B,3,B,1,N
1164,FEMALE,2024,White,3111,3.33,3.9,4,ACT,610,780,1,A-,3.7,A-,1,N
1165,FEMALE,2024,White,3107,2.91,0,0,ACT,610,780,1,B,3,B,1,N
1166,MALE,2024,White,3115,3.97,4,4,SAT,690,730,0,,,,0,N
1167,FEMALE,2024,White,3115,3.87,3.99,4,SAT,730,690,0,,,A,1,N
1168,FEMALE,2024,White,3107,3.23,96.94,100,SAT,590,580,1,B-,2.7,B-,1,N
1169,MALE,2024,White,3211,1.76,3.63,4,ACT,680,740,0,,,C-,1,N
1170,FEMALE,2024,White,3111,3.55,3.87,4,ACT,640,790,1,B-,2.7,B+,1,N
1171,MALE,2024,TwoOrMore,3111,3.31,0,0,SAT,600,670,1,C,2,B+,1,N
1172,MALE,2024,White,3111,2.57,3.92,4,ACT,650,710,1,B-,2.7,C+,1,N
1173,MALE,2024,White,3111,3.58,3.5,4,SAT,650,660,1,B,3,A-,1,N
1174,MALE,2024,TwoOrMore,3115,3.61,3.71,4,SAT,740,620,0,,,H,1,N
1175,FEMALE,2024,TwoOrMore,3111,3.84,3.98,4,SAT,770,740,1,A,4,A,1,N
1176,MALE,2024,White,3111,2.73,3.91,4,SAT,700,530,1,B,3,B,1,N
1177,FEMALE,2024,Asian,3111,2.1,0,0,ACT,610,740,2,B+,3.3,C+,1,N
1178,FEMALE,2024,White,3111,3.44,3.91,4,SAT,690,740,1,B,3,B-,1,N
1179,MALE,2024,TwoOrMore,3115,3.29,3.83,4,SAT,680,730,0,,,A-,1,N
1180,FEMALE,2024,White,3211,3.15,3.96,4,SAT,650,680,0,,,B,1,N
1181,FEMALE,2024,White,3111,3.82,4,4,ACT,800,800,1,A-,3.7,A,1,N
1182,MALE,2024,Hispanic,3111,1.81,3.59,4,ACT,680,710,1,C,2,C+,1,N
1183,FEMALE,2024,White,3111,2.95,3.7,4,SAT,660,670,1,B,3,A-,1,N
1184,MALE,2024,Asian,3107,2.6,0,0,SAT,580,570,1,B,3,C+,1,N
1185,MALE,2024,Black,3107,2.43,0,0,SAT,510,540,1,C-,1.7,C,1,N
1186,MALE,2024,Hispanic,3107,2.73,0,0,ACT,630,630,1,B-,2.7,B-,1,N
1187,FEMALE,2024,Asian,3115,3.89,3.9,4,SAT,750,640,0,,,A,1,N
1188,MALE,2024,Hispanic,3107,3.12,3.64,4,ACT,610,680,1,B,3,B-,1,N
1189,MALE,2024,White,3115,3.39,4,4,SAT,750,680,0,,,A,1,N
1190,FEMALE,2024,Asian,3115,3.85,4,4,SAT,770,720,0,,,H,1,N
1191,MALE,2024,Hispanic,3111,3.21,0,0,ACT,630,680,1,C,2,B+,1,N
1192,FEMALE,2024,White,3111,3.61,3.88,4,SAT,700,650,1,A,4,A-,1,N
1193,MALE,2024,White,3111,3.42,3.9,4,SAT,660,590,1,B+,3.3,A-,1,N
1194,FEMALE,2024,White,3111,3.74,4,4,SAT,750,620,1,H,4,B+,1,N
1195,MALE,2024,White,3111,2.61,0,0,SAT,660,670,1,C,2,B-,1,N
1196,FEMALE,2024,White,3111,3.44,0,0,SAT,640,660,1,C,2,A-,1,N
1197,MALE,2024,Hispanic,3111,3.68,0,0,SAT,650,600,1,A,4,A,1,N
1198,MALE,2024,White,3111,3.55,3.76,4,ACT,700,680,1,B+,3.3,A-,1,N
1199,FEMALE,2024,White,3111,2.7,3.22,4,SAT,650,710,1,B-,2.7,B+,1,N
1200,FEMALE,2024,White,3111,2.74,3.61,4,SAT,610,620,1,C-,1.7,A-,1,N
1201,FEMALE,2024,Hispanic,3107,2.39,0,0,SAT,560,560,1,D,1,C,1,N
1202,MALE,2024,White,3107,3.66,0,0,SAT,610,630,1,A,4,A,1,N
1203,FEMALE,2024,White,3107,3.38,4,4,ACT,610,710,1,A-,3.7,B+,1,N
1204,MALE,2024,White,3111,3.76,3.95,4,SAT,700,700,1,B+,3.3,A-,1,N
1205,MALE,2024,Hispanic,3107,2.72,3.54,4,SAT,700,690,1,C-,1.7,C,1,N
1206,FEMALE,2024,White,3111,3.93,4,4,ACT,700,800,1,A,4,A-,1,N
1207,MALE,2024,White,3111,2.79,0,0,ACT,600,540,1,B,3,C,1,N
1208,MALE,2024,White,3111,3.19,94.31,100,SAT,680,630,1,B,3,B+,1,N
1209,FEMALE,2024,Hispanic,3111,2.2,0,0,SAT,600,570,2,B-,2.7,B-,1,N
1210,MALE,2024,White,3111,3.45,90.26,100,SAT,660,630,1,B,3,A-,1,N
1211,MALE,2025,TwoOrMore,3107,2.17,0,0,ACT,520,680,1,C,2,C-,1,N
1212,MALE,2024,Hispanic,3115,2.85,3.65,4,SAT,650,620,0,,,A-,1,N
1213,MALE,2024,Black,3111,2.41,0,0,SAT,610,580,1,B-,2.7,C+,1,N
1214,FEMALE,2024,White,3107,3.53,3.92,4,ACT,600,680,1,B+,3.3,B+,1,N
1215,MALE,2024,White,3111,2.77,3.83,4,ACT,790,790,1,B,3,B+,1,N
1216,MALE,2024,Hispanic,3111,3.68,93,100,SAT,760,730,1,B,3,A,1,N
1217,MALE,2024,TwoOrMore,3115,3.93,4,4,SAT,770,680,0,,,H,1,N
1218,MALE,2024,TwoOrMore,3111,3.12,95.71,100,SAT,650,610,1,B-,2.7,B,1,N
1219,FEMALE,2024,Hispanic,3111,2.44,4,4,SAT,670,720,1,D,1,B+,1,N
1220,FEMALE,2024,White,3111,3.99,4,4,SAT,770,760,1,H,4,H,1,N
1221,FEMALE,2024,Hispanic,3107,2.98,3.79,4,SAT,680,660,1,A-,3.7,B,1,N
1222,MALE,2024,White,3115,3.79,3.96,4,SAT,730,800,0,,,,0,N
1223,MALE,2024,White,3111,2.91,3.64,4,SAT,780,670,1,B+,3.3,,0,N
1224,MALE,2024,White,3115,3.56,3.98,4,ACT,740,790,0,,,A-,1,N
1225,MALE,2024,TwoOrMore,3107,2.91,0,0,SAT,510,550,1,C-,1.7,B,1,N
1226,MALE,2024,White,3213,3.15,3.9,4,SAT,680,660,0,,,B+,1,N
1227,MALE,2024,White,3111,2.79,3.9,4,SAT,600,640,1,C-,1.7,B-,1,N
1228,MALE,2025,Black,3111,1.67,0,0,SAT,690,610,2,D,1,F,1,N
1229,FEMALE,2024,White,3115,3.78,4,4,SAT,680,780,0,,,W,1,N
1230,MALE,2024,White,3211,3.37,3.88,4,SAT,750,700,0,,,,0,N
1231,FEMALE,2024,White,3111,2.49,0,0,ACT,560,560,1,C,2,B-,1,N
1232,MALE,2024,White,3111,3.9,4,4,ACT,690,790,1,A,4,,0,N
1233,MALE,2024,,3213,4,3.74,4,ACT,0,0,0,,,,0,N
1234,MALE,2024,White,3111,3.81,95.02,100,SAT,780,730,1,A,4,H,1,N
1235,MALE,2024,Asian,3111,3.31,3.96,4,ACT,650,560,1,A,4,B-,1,N
1236,MALE,2024,White,3111,3.42,4,4,SAT,600,670,1,C,2,B+,1,N
1237,MALE,2024,White,3211,3.98,4,4,SAT,790,760,0,,,,0,N
1238,FEMALE,2024,White,3115,3.44,4,4,SAT,650,690,0,,,B+,1,N
1239,FEMALE,2024,White,3111,3.57,3.7,4,SAT,680,670,2,B+,3.3,B,1,N
1240,MALE,2024,TwoOrMore,3111,2.42,0,0,ACT,560,520,1,C-,1.7,B+,1,N
1241,FEMALE,2024,White,3111,2.63,4,4,SAT,670,720,1,B-,2.7,B-,1,N
1242,MALE,2024,White,3111,3.14,3.55,4,SAT,670,590,1,B+,3.3,B+,1,N
1243,MALE,2024,White,3111,2.62,0,0,SAT,740,680,1,A,4,B+,1,N
1244,FEMALE,2024,White,3115,3.83,4,4,SAT,710,670,0,,,A-,1,N
1245,MALE,2024,TwoOrMore,3111,2.72,0,0,SAT,610,610,1,C,2,B-,1,N
1246,FEMALE,2024,Asian,3111,3.33,4,4,ACT,680,800,1,A,4,B+,1,N
1247,MALE,2024,White,3115,2.93,3.73,4,ACT,660,600,0,,,B+,1,N
1248,MALE,2024,White,3111,3.49,3.81,4,ACT,740,790,1,A-,3.7,A,1,N
1249,MALE,2024,White,3111,3.18,3.9,4,SAT,600,690,1,B,3,B,1,N
1250,FEMALE,2024,Hispanic,3111,3.99,3.95,4,SAT,750,740,1,A,4,H,1,N
1251,FEMALE,2024,Hispanic,3107,2.97,4,4,ACT,630,660,1,B,3,B+,1,N
1252,FEMALE,2024,White,3111,3.23,3.98,4,ACT,610,790,1,B,3,A,1,N
1253,MALE,2024,White,3115,3.93,97.9,100,SAT,800,750,0,,,,0,N
1254,FEMALE,2024,White,3111,2.88,0,0,SAT,600,630,1,C,2,B,1,N
1255,FEMALE,2024,White,3111,2.17,3.89,4,SAT,630,620,1,B-,2.7,B-,1,N
1256,FEMALE,2024,Asian,3211,3.64,4,4,SAT,750,740,0,,,A,1,N
1257,MALE,2024,Asian,3111,2.98,3.66,4,ACT,610,740,1,B-,2.7,A,1,N
1258,MALE,2024,White,3111,2.76,3.9,4,ACT,580,680,1,C-,1.7,W,1,N
1259,FEMALE,2024,White,3107,3.34,3.53,4,SAT,640,690,1,B+,3.3,B-,1,N
1260,FEMALE,2024,Hispanic,3107,3.01,3.96,4,ACT,620,740,1,A-,3.7,C+,1,N
1261,FEMALE,2024,White,3111,3.25,94.14,100,ACT,650,680,1,B,3,A,1,N
1262,FEMALE,2024,Asian,3111,3.61,3.95,4,SAT,690,700,1,A-,3.7,A-,1,N
1263,FEMALE,2024,White,3111,2.94,4,4,SAT,630,670,1,C-,1.7,C+,1,N
1264,FEMALE,2024,Asian,3111,3.85,4,4,SAT,800,680,1,A,4,A,1,N
1265,FEMALE,2024,White,3107,2.77,0,0,SAT,650,610,1,C+,2.3,B-,1,N
1266,MALE,2024,White,3107,2.54,3.96,4,SAT,670,680,1,B-,2.7,B,1,N
1267,MALE,2024,Asian,3211,1.22,4.98,6,ACT,800,790,0,,,,0,N
1268,FEMALE,2024,Hispanic,3111,2.96,3.92,4,SAT,680,600,1,B+,3.3,B,1,N
1269,FEMALE,2024,White,3111,2.76,0,0,SAT,710,640,1,C+,2.3,A-,1,N
1270,MALE,2024,White,3107,2.8,0,0,SAT,600,640,1,C,2,C+,1,N
1271,MALE,2024,International Cadet,3107,2.69,88.25,100,SAT,390,420,1,H,4,B-,1,N
1272,MALE,2024,White,3111,3.53,4,4,SAT,750,730,1,A,4,A-,1,N
1273,MALE,2024,Hispanic,3213,3.04,0,0,ACT,630,800,0,,,C+,1,N
1274,MALE,2024,White,3111,3.43,3.91,4,ACT,740,790,1,B,3,B+,1,N
1275,MALE,2024,White,3111,2.7,92.12,100,SAT,650,620,1,C,2,B,1,N
1276,FEMALE,2024,White,3111,3.45,3.95,4,SAT,670,690,1,A-,3.7,A-,1,N
1277,MALE,2024,Black,3107,2.49,3.13,4,ACT,580,630,1,C+,2.3,B+,1,N
1278,MALE,2024,White,3111,2.98,3.71,4,SAT,760,800,1,B-,2.7,B+,1,N
1279,MALE,2024,White,3111,2.47,3.76,4,ACT,680,800,1,C,2,C+,1,N
1280,MALE,2024,International Cadet,3107,2.19,88.25,100,SAT,390,420,1,C-,1.7,C-,1,N
1281,MALE,2024,Asian,3111,2.47,0,0,SAT,600,650,1,C,2,B-,1,N
1282,MALE,2024,White,3111,3.42,3.82,4,SAT,730,620,1,B+,3.3,A-,1,N
1283,FEMALE,2024,White,3115,3.56,4,4,SAT,680,660,0,,,B,1,N
1284,MALE,2024,White,3115,3.57,3.82,4,SAT,780,670,0,,,A,1,N
1285,FEMALE,2024,White,3107,2.8,3.56,4,SAT,640,640,1,C+,2.3,B-,1,N
1286,FEMALE,2024,White,3115,3.63,4,4,ACT,680,710,0,,,B,1,N
1287,FEMALE,2024,White,3111,3.47,4,4,ACT,650,800,1,A,4,A-,1,N
1288,FEMALE,2024,White,3107,3.37,0,0,SAT,600,690,1,H,4,A-,1,N
1289,MALE,2024,White,3111,1.82,3.83,4,ACT,760,780,1,C,2,C,1,N
1290,MALE,2024,White,3111,3,3.54,4,SAT,700,700,1,A-,3.7,C+,1,N
1291,FEMALE,2024,White,3111,3.21,3.47,4,ACT,760,660,1,A-,3.7,A-,1,N
1292,MALE,2024,White,3107,2.43,3.96,4,SAT,630,510,1,A-,3.7,C+,1,N
1293,FEMALE,2024,TwoOrMore,3111,2.61,4,4,SAT,710,650,1,B,3,B,1,N
1294,FEMALE,2024,White,3111,3.81,4,4,ACT,640,790,1,B+,3.3,A-,1,N
1295,FEMALE,2024,White,3111,3.22,0,0,SAT,710,600,1,B-,2.7,B+,1,N
1296,FEMALE,2024,TwoOrMore,3107,3.15,0,0,SAT,600,600,1,B-,2.7,B,1,N
1297,FEMALE,2024,Asian,3111,2.81,0,0,ACT,630,630,1,B-,2.7,B,1,N
1298,MALE,2024,White,3213,3.89,4,4,ACT,680,800,0,,,A,1,N
1299,MALE,2024,White,3115,3.92,3.79,4,ACT,680,800,0,,,H,1,N
1300,FEMALE,2024,White,3115,3.36,0,0,ACT,630,740,0,,,B,1,N
1301,FEMALE,2024,White,3111,3.72,4,4,ACT,650,800,1,A,4,B,1,N
1302,FEMALE,2025,Hispanic,3111,1.98,3.93,4,SAT,670,740,1,D,1,C,1,N
1303,FEMALE,2024,Black,3111,3.2,0,0,SAT,620,580,1,W,,,0,N
1304,FEMALE,2024,TwoOrMore,3111,3.57,4,4,SAT,670,770,1,B,3,B+,1,N
1305,FEMALE,2024,Decline to answer,3111,3.11,0,0,ACT,650,660,1,B,3,B,1,N
1306,FEMALE,2024,Asian,3111,3.37,3.51,4,SAT,700,730,1,B+,3.3,A-,1,N
1307,FEMALE,2024,Hispanic,3111,2.84,3.84,4,SAT,610,610,1,B,3,A-,1,N
1308,FEMALE,2024,White,3115,3.96,4,4,SAT,720,690,0,,,H,1,N
1309,MALE,2024,Hispanic,3115,3.42,3.92,4,ACT,790,800,0,,,,0,N
1310,FEMALE,2024,White,3111,2,0,0,SAT,590,710,1,C-,1.7,D,1,N
1311,MALE,2024,White,3115,3.64,99.2,100,SAT,700,590,0,,,,0,N
1312,FEMALE,2024,White,3111,3.5,3.97,4,ACT,610,600,1,B,3,A,1,N
1313,MALE,2024,White,3115,3.64,94.6,100,SAT,710,700,0,,,A,1,N
1314,MALE,2024,White,3111,2.43,3.82,4,SAT,670,600,1,B-,2.7,B-,1,N
1315,MALE,2024,White,3115,3.92,3.74,4,SAT,710,660,0,,,A,1,N
1316,MALE,2024,White,3111,2.67,3.6,4,SAT,720,790,1,C,2,A-,1,N
1317,FEMALE,2024,White,3107,1.68,3.45,4,ACT,630,710,2,D,1,D,1,N
1318,MALE,2024,,3213,4,3.74,4,ACT,0,0,0,,,,0,N
1319,MALE,2024,White,3115,3.91,94.75,100,SAT,760,740,0,,,A,1,N
1320,MALE,2024,Hispanic,3111,3.15,0,0,SAT,600,640,1,B-,2.7,B-,1,N
1321,MALE,2024,TwoOrMore,3111,2.29,0,0,SAT,620,680,1,C-,1.7,B-,1,N
1322,FEMALE,2024,Asian,3111,2.64,0,0,SAT,620,550,1,C+,2.3,B,1,N
1323,MALE,2024,White,3111,3.85,3.89,4,SAT,700,720,1,B,3,B+,1,N
1324,MALE,2024,TwoOrMore,3107,1.81,3.26,4,SAT,580,630,1,C,2,D,1,N
1325,MALE,2024,White,3111,3.77,4,4,SAT,710,670,1,A-,3.7,H,1,N
1326,MALE,2024,White,3115,3.09,3.78,4,ACT,650,710,0,,,B+,1,N
1327,MALE,2024,White,3107,2.29,3.94,4,SAT,650,580,1,C,2,B-,1,N
1328,FEMALE,2024,International Cadet,3111,3.66,88.25,100,SAT,390,420,1,A-,3.7,A,1,N
1329,MALE,2024,White,3115,3.95,94.6,100,SAT,770,770,0,,,,0,N
1330,MALE,2024,White,3111,3.81,3.8,4,ACT,760,740,1,A-,3.7,H,1,N
1331,MALE,2024,White,3111,2.77,91.2,100,SAT,680,740,1,B,3,A-,1,N
1332,MALE,2024,White,3107,3.13,91.6,100,SAT,620,670,1,B,3,C+,1,N
1333,MALE,2024,Hispanic,3115,3.43,3.71,4,SAT,650,600,0,,,H,1,N
1334,MALE,2024,White,3111,3.79,3.98,4,SAT,770,710,1,H,4,B,1,N
1335,MALE,2024,White,3111,3.95,4,4,ACT,760,600,1,A,4,H,1,N
1336,FEMALE,2024,White,3111,3.42,3.97,4,ACT,760,640,1,B-,2.7,A-,1,N
1337,MALE,2024,White,3115,3.29,0,0,ACT,700,580,0,,,A-,1,N
1338,MALE,2024,White,3115,3.5,3.64,4,SAT,730,610,0,,,B+,1,N
1339,MALE,2024,White,3213,3.61,0,0,SAT,650,690,0,,,A-,1,N
1340,MALE,2024,White,3115,3.42,91.75,100,SAT,790,630,0,,,H,1,N
1341,MALE,2024,White,3115,2.77,0,0,ACT,660,660,0,,,C+,1,N
1342,FEMALE,2024,White,3107,3.44,0,0,SAT,620,650,1,A,4,B+,1,N
1343,MALE,2024,White,3115,3.73,3.85,4,SAT,730,680,0,,,A,1,N
1344,MALE,2024,White,3111,1.79,0,0,ACT,0,0,1,D,1,C,1,N
1345,MALE,2024,White,3111,3.83,3.97,4,ACT,650,630,1,A-,3.7,A,1,N
1346,MALE,2024,White,3107,2.15,3.65,4,SAT,640,650,1,C+,2.3,C+,1,N
1347,MALE,2024,Hispanic,3107,2.55,0,0,SAT,540,590,1,D,1,B,1,N
1348,MALE,2024,White,3111,2.38,3.37,4,SAT,610,650,1,C-,1.7,C+,1,N
1349,FEMALE,2024,White,3111,2.7,3.86,4,ACT,630,580,1,C,2,C+,1,N
1350,FEMALE,2024,White,3111,3.41,3.97,4,ACT,680,790,1,B,3,B,1,N
1351,MALE,2024,International Cadet,3107,1,88.25,100,SAT,390,420,0,,,,0,N
1352,MALE,2024,White,3111,3.44,96.97,100,SAT,690,690,1,A,4,A-,1,N
1353,FEMALE,2024,White,3111,3.29,4,4,SAT,700,760,1,A,4,B+,1,N
1354,MALE,2024,White,3111,2.61,3.77,4,ACT,660,620,1,B-,2.7,B+,1,N
1355,MALE,2024,White,3111,3.53,3.97,4,SAT,690,640,1,A-,3.7,H,1,N
1356,MALE,2024,Hispanic,3115,3.34,3.85,4,SAT,740,770,0,,,B+,1,N
1357,MALE,2024,White,3111,3.83,4,4,SAT,640,600,1,A,4,A-,1,N
1358,FEMALE,2024,Hispanic,3115,2.99,4,4,SAT,700,680,0,,,A,1,N
1359,MALE,2024,White,3111,3.77,3.54,4,SAT,690,690,1,A,4,H,1,N
1360,MALE,2024,TwoOrMore,3115,3.16,4,4,SAT,680,770,0,,,B-,1,N
1361,FEMALE,2024,White,3111,3,3.9,4,SAT,720,690,1,B,3,B-,1,N
1362,MALE,2024,TwoOrMore,3111,3.74,3.89,4,ACT,630,660,1,A-,3.7,A-,1,N
1363,MALE,2024,White,3111,3.45,4,4,SAT,630,650,1,A-,3.7,A-,1,N
1364,FEMALE,2024,International Cadet,3115,3.65,88.25,100,SAT,390,420,0,,,,0,N
1365,MALE,2024,White,3107,3.85,97.24,100,SAT,710,650,1,H,4,B+,1,N
1366,MALE,2024,White,3111,2.12,3.4,4,ACT,680,680,1,C+,2.3,W,1,N
1367,MALE,2024,Hispanic,3111,3.68,3.85,4,ACT,610,740,1,B-,2.7,A,1,N
1368,FEMALE,2024,Hispanic,3111,3.3,0,0,SAT,590,580,1,A-,3.7,A,1,N
1369,MALE,2024,TwoOrMore,3111,3.09,3.65,4,SAT,700,620,1,A-,3.7,A-,1,N
1370,MALE,2024,White,3111,2.67,0,0,SAT,620,640,1,C,2,B+,1,N
1371,MALE,2024,Hispanic,3107,3.28,3.82,4,SAT,640,740,1,C+,2.3,B-,1,N
1372,MALE,2024,Asian,3115,2.34,3.55,4,SAT,800,730,0,,,C+,1,N
1373,MALE,2024,Hispanic,3107,2.8,0,0,SAT,610,580,1,B+,3.3,C+,1,N
1374,MALE,2024,White,3213,3.38,3.9,4,SAT,750,720,0,,,B+,1,N
1375,MALE,2024,White,3111,3.76,92.8,100,SAT,620,620,1,A-,3.7,A-,1,N
1376,FEMALE,2024,White,3107,1.97,3.43,4,ACT,580,630,1,D,1,C-,1,N
1377,MALE,2024,White,3111,3.16,3.87,4,SAT,680,560,1,B-,2.7,B+,1,N
1378,MALE,2024,White,3115,3.79,4,4,SAT,790,800,0,,,A,1,N
1379,MALE,2024,White,3115,3.37,3.89,4,ACT,650,560,0,,,A,1,N
1380,MALE,2024,White,3115,3.92,3.75,4,ACT,790,740,0,,,H,1,N
1381,FEMALE,2024,White,3111,3.79,3.94,4,ACT,630,790,1,A-,3.7,H,1,N
1382,MALE,2024,TwoOrMore,3107,3.04,0,0,SAT,680,710,1,B,3,B,1,N
1383,MALE,2024,Hispanic,3111,2.4,3.73,4,SAT,620,580,1,C,2,B+,1,N
1384,FEMALE,2024,TwoOrMore,3111,3.98,4,4,SAT,720,750,1,H,4,H,1,N
1385,FEMALE,2024,Asian,3213,3.23,0,0,ACT,610,600,0,,,C-,1,N
1386,FEMALE,2024,White,3111,2.39,0,0,SAT,570,640,1,C,2,B,1,N
1387,MALE,2024,White,3107,3.51,4,4,ACT,610,800,1,B,3,B+,1,N
1388,FEMALE,2024,Black,3111,2.66,0,0,ACT,630,630,1,C-,1.7,,0,N
1389,MALE,2024,TwoOrMore,3211,3.97,4,4,SAT,780,700,0,,,,0,N
1390,MALE,2024,TwoOrMore,3115,3.92,4,4,SAT,800,690,0,,,,0,N
1391,FEMALE,2024,White,3111,3.6,3.9,4,SAT,680,670,1,B,3,B-,1,N
1392,MALE,2024,White,3111,3.06,0,0,SAT,620,550,1,B+,3.3,B+,1,N
1393,MALE,2024,White,3115,3.75,3.91,4,SAT,790,750,0,,,,0,N
1394,FEMALE,2024,White,3115,3.04,3.66,4,SAT,770,630,0,,,A,1,N
1395,FEMALE,2024,TwoOrMore,3107,2.25,0,0,SAT,550,440,1,D,1,C,1,N
1396,MALE,2024,White,3111,3.58,3.72,4,SAT,740,700,1,B,3,H,1,N
1397,MALE,2024,White,3111,3.79,3.95,4,ACT,790,800,1,A,4,A,1,N
1398,MALE,2024,Asian,3115,3.46,3.81,4,ACT,700,740,0,,,A-,1,N
1399,MALE,2024,White,3115,2.88,0,0,ACT,760,740,0,,,B-,1,N
1400,FEMALE,2024,Hispanic,3107,3.25,3.55,4,ACT,760,680,1,B+,3.3,B-,1,N
1401,Male,2025,White,3111,3.12,3.96,4,SAT,690,650,1,A,4,B-,1,N
1402,Female,2025,Black,3111,3.26,0,0,SAT,630,690,1,B,3,B+,1,N
1403,Female,2025,TwoOrMore,3107,2.5,0,0,SAT,630,580,1,C-,1.7,C+,1,N
1404,Male,2025,White,3115,3.95,3.98,4,SAT,740,710,0,,,,0,N
1405,MALE,2025,White,3111,3.09,3.71,4,ACT,700,580,1,A-,3.7,B+,1,N
1406,MALE,2025,White,3111,3.22,3.96,4,SAT,730,620,1,B-,2.7,B+,1,N
1407,Female,2025,White,3111,3.36,93.24,100,SAT,680,660,1,B-,2.7,B+,1,N
1408,Male,2025,White,3111,2.44,0,0,SAT,600,630,1,C-,1.7,B,1,N
1409,Male,2025,Black,3111,2.82,0,0,SAT,600,650,1,B+,3.3,B+,1,N
1410,Male,2025,Hispanic,3111,2.14,4.02,4.1,SAT,650,650,1,D,1,B+,1,N
1411,Male,2025,NativeAmerican,3107,2.96,3.9,4,ACT,580,580,1,B,3,B,1,N
1412,Male,2025,White,3111,2.87,3.82,4,ACT,700,740,1,B+,3.3,A-,1,N
1413,Male,2025,White,3111,3.98,98.21,100,SAT,750,710,1,H,4,H,1,N
1414,Male,2025,White,3111,3.16,93.92,100,SAT,650,580,1,B,3,A-,1,N
1415,Female,2025,White,3107,3.68,0,0,SAT,510,620,1,A,4,A-,1,N
1416,Female,2025,White,3107,3.41,4,4,ACT,610,790,1,B+,3.3,B+,1,N
1417,Female,2025,White,3111,3.87,4,4,ACT,740,710,1,A,4,A,1,N
1418,Male,2025,TwoOrMore,3111,3.09,3.9,4,SAT,670,600,1,B+,3.3,B,1,N
1419,Male,2025,White,3107,3.19,3.88,4,ACT,600,630,1,B-,2.7,B+,1,N
1420,Male,2025,Hispanic,3107,2.94,0,0,SAT,540,550,1,B+,3.3,B+,1,N
1421,Male,2025,White,3107,3.14,4,4,SAT,650,640,1,B-,2.7,B,1,N
1422,Female,2025,White,3107,2.64,3.7,4,SAT,600,530,1,B-,2.7,C+,1,N
1423,Male,2025,White,3111,3.63,4,4,SAT,720,710,1,B+,3.3,H,1,N
1424,Male,2025,White,3111,2.88,3.61,4,SAT,790,630,1,C+,2.3,B+,1,N
1425,Male,2025,White,3115,2.88,4,4,SAT,790,690,0,,,B+,1,N
1426,Male,2025,White,3111,2.88,0,0,SAT,600,580,1,C+,2.3,C+,1,N
1427,Female,2025,Black,3111,3.3,4,4,ACT,540,540,1,B,3,B+,1,N
1428,Male,2025,White,3107,2.98,3.92,4,SAT,640,630,1,B,3,B+,1,N
1429,Female,2025,White,3107,2.99,3.93,4,SAT,620,690,1,B,3,B-,1,N
1430,Female,2025,White,3107,3,3.81,4,SAT,0,0,1,C,2,C+,1,N
1431,Male,2025,White,3107,2.16,3.73,4,SAT,670,650,1,C-,1.7,C,1,N
1432,Male,2025,Black,3107,1.94,3.68,4,SAT,550,590,1,C-,1.7,F,1,N
1433,Male,2025,Hispanic,3111,3.41,92.07,100,SAT,690,700,1,A-,3.7,A,1,N
1434,Female,2025,Asian,3111,2.75,0,0,SAT,590,520,1,D,1,B+,1,N
1435,Female,2025,White,3111,2.91,3.96,4,SAT,660,700,1,C,2,B-,1,N
1436,Female,2025,Asian,3107,3.77,3.83,4,SAT,680,640,1,A,4,A,1,N
1437,Male,2025,White,3111,2.62,88.59,100,SAT,690,570,1,D,1,C-,1,N
1438,Female,2025,White,3111,3.24,3.92,4,ACT,610,790,1,B-,2.7,B+,1,N
1439,MALE,2025,TwoOrMore,3111,2.81,90.4,100,ACT,700,630,1,B-,2.7,B,1,N
1440,MALE,2025,International Cadet,3111,3.24,4,4,ACT,460,600,1,B+,3.3,B+,1,N
1441,Female,2025,White,3111,3.11,95.1,100,SAT,660,720,1,B+,3.3,B+,1,N
1442,Male,2025,Hispanic,3107,1.92,93,100,ACT,610,490,1,C,2,F,1,N
