RecordNum,Gender,AcademicClassYr,Ethnicity,MathPlacement,LastGPA,HSGPA,MaxHS_GPA_Scale,TestUsed,MaxMath,MaxVerbal,Calc1Number,Calc1LastGrade,Calc1LastQP,PhysicsITimes
331,MALE,2021,TwoOrMore,3115,3.86,4,4,SAT,770,700,0,,,1
332,MALE,2021,Hispanic,3111,2.8,0,0,SAT,660,570,2,C,2,1
333,MALE,2021,TwoOrMore,3111,3.01,91.48,100,SAT,610,610,2,C-,1.7,1
334,FEMALE,2021,White,3111,3.07,3.87,4,ACT,610,660,1,D,1,1
335,FEMALE,2021,White,3111,3.54,3.9,4,ACT,630,800,1,B,3,1
336,MALE,2021,Black,3111,2.36,3.27,4,SAT,570,640,2,C+,2.3,1
337,MALE,2021,White,3111,2.98,3.19,4,SAT,700,610,1,B,3,1
338,MALE,2021,White,3115,3.55,3.87,4,SAT,710,760,0,,,0
339,FEMALE,2021,White,3111,3.74,95.6,100,SAT,670,600,1,A,4,1
340,FEMALE,2021,White,3107,3.22,3.7,4,SAT,590,620,1,B+,3.3,1
341,MALE,2021,White,3111,1.82,94.12,100,SAT,660,650,1,D,1,1
342,FEMALE,2021,White,3111,2.96,4,4,ACT,660,740,1,B-,2.7,1
343,MALE,2021,Hispanic,3111,3.15,3.93,4,SAT,660,660,1,B,3,1
344,MALE,2021,Hispanic,3115,3.19,4.35,4.6,SAT,670,610,0,,,0
345,MALE,2021,White,3111,2.89,3.45,4,ACT,740,790,1,C,2,1
346,MALE,2021,Hispanic,3211,3.3,3.83,4,ACT,630,600,0,,,1
347,FEMALE,2021,TwoOrMore,3107,3.06,3.88,4.3,ACT,540,580,1,B,3,1
348,MALE,2021,Black,3111,2.54,0,0,ACT,610,560,1,C-,1.7,1
349,MALE,2021,White,3111,3.69,4,4,SAT,690,800,1,C+,2.3,1
350,MALE,2021,White,3111,3.83,4,4,ACT,660,800,1,A,4,0
351,MALE,2021,White,3111,2.69,0,0,ACT,580,710,1,D,1,1
352,MALE,2021,Asian,3107,1.23,0,0,SAT,520,480,1,W,,1
353,MALE,2021,White,3107,2.69,3.02,4,SAT,600,610,1,C,2,1
354,FEMALE,2021,Asian,3111,2.63,3.09,4,SAT,670,560,1,C-,1.7,1
355,MALE,2021,White,3111,2.63,3.7,4,SAT,680,620,1,C+,2.3,1
356,MALE,2021,White,3111,3.7,3.83,4,ACT,760,800,1,A-,3.7,1
357,MALE,2021,White,3111,2.67,3.6,4,ACT,650,710,1,B-,2.7,1
358,MALE,2021,TwoOrMore,3107,3.28,3.73,4,SAT,630,590,1,B+,3.3,1
359,MALE,2021,White,3115,3.8,3.95,4,ACT,650,790,0,,,1
360,MALE,2022,White,3107,2.69,0,0,ACT,650,600,1,C,2,1
361,MALE,2021,,3213,3.06,3.19,4,ACT,460,490,0,,,0
362,MALE,2021,Hispanic,3111,3.71,4,4,SAT,750,710,1,H,4,0
363,FEMALE,2021,White,3107,3.44,96.13,100,ACT,600,600,1,A-,3.7,1
364,MALE,2021,White,3111,3.29,3.7,4,SAT,650,580,1,C,2,1
365,MALE,2021,White,3111,3.08,3.81,4,ACT,660,740,1,C-,1.7,1
366,MALE,2021,White,3111,3.83,4,4,SAT,690,620,1,A,4,1
367,MALE,2021,White,3111,3.01,0,0,ACT,650,790,1,C,2,1
368,FEMALE,2021,White,3111,3.34,94.34,100,ACT,610,600,1,A-,3.7,1
369,FEMALE,2021,White,3111,3.19,3.93,4,SAT,630,740,1,B-,2.7,1
370,MALE,2021,White,3111,2.81,3.47,4,SAT,630,640,1,B+,3.3,1
371,MALE,2021,White,3111,3.37,3.47,4,SAT,690,570,1,B,3,1
372,MALE,2021,White,3111,3.52,3.91,4,ACT,630,710,1,A-,3.7,1
373,FEMALE,2021,White,3111,3.48,3.8,4,ACT,600,630,1,B+,3.3,1
374,MALE,2021,Hispanic,3111,2.99,0,0,SAT,580,680,1,D,1,1
375,MALE,2021,White,3111,2.96,3.7,4,SAT,670,580,1,B-,2.7,1
376,MALE,2021,White,3115,3.59,91.38,100,SAT,720,700,0,,,1
377,MALE,2021,Asian,3111,2,0,0,SAT,550,540,2,C-,1.7,1
378,FEMALE,2021,White,3111,3.7,4,4,ACT,680,800,1,A,4,1
379,MALE,2022,TwoOrMore,3107,3.13,4.81,5,ACT,580,630,1,C+,2.3,1
380,MALE,2021,White,3107,3.54,3.94,4,SAT,670,600,1,B-,2.7,1
381,MALE,2021,White,3111,3.11,95.39,100,SAT,710,720,1,C,2,1
382,MALE,2021,White,3111,1.57,3.77,4,ACT,600,630,1,C,2,1
383,FEMALE,2021,White,3111,3.4,3.96,4,SAT,740,680,1,A,4,1
384,MALE,2021,White,3111,3.67,4,4,ACT,680,800,1,A,4,1
385,FEMALE,2021,Black,3107,2.68,3.68,4,SAT,590,700,1,C,2,1
386,FEMALE,2021,White,3111,3.01,3.9,4,ACT,610,710,1,C+,2.3,1
387,FEMALE,2021,White,3111,2.97,0,0,ACT,690,630,1,B,3,1
388,MALE,2021,White,3111,3.42,3.7,4,SAT,670,650,1,B,3,1
389,MALE,2021,TwoOrMore,3111,2.54,3.57,4,SAT,660,580,1,D,1,1
390,FEMALE,2021,White,3111,3.77,4,4,ACT,650,800,1,A-,3.7,1
391,FEMALE,2021,White,3111,3.28,95,100,SAT,660,550,2,B-,2.7,1
392,MALE,2021,TwoOrMore,3111,3.31,96.6,100,ACT,650,660,1,B-,2.7,1
393,MALE,2021,White,3111,3.51,0,0,ACT,630,600,1,B,3,1
394,MALE,2021,White,3107,3.08,3.4,4,ACT,680,580,1,B+,3.3,1
395,FEMALE,2021,Hispanic,3107,3.18,3.71,4,ACT,610,630,1,B,3,1
396,MALE,2021,White,3107,3.21,3.72,4,ACT,650,630,1,B,3,1
397,MALE,2021,White,3211,3.91,3.9,4,ACT,660,580,0,,,1
398,MALE,2021,International Cadet,3107,3.27,3.94,4,ACT,600,680,1,A,4,1
399,MALE,2021,Hispanic,3115,3.19,3.76,4,ACT,660,580,0,,,1
400,MALE,2021,White,3111,1.96,3.21,4,SAT,690,640,1,C-,1.7,1
401,MALE,2021,White,3111,2.9,3.74,4,SAT,570,590,1,D,1,1
402,MALE,2021,Hispanic,3111,1.13,3.45,4,SAT,700,660,1,D,1,1
403,MALE,2021,White,3115,3.81,3.8,4,SAT,680,670,0,,,1
404,MALE,2021,TwoOrMore,3107,2.7,0,0,SAT,490,440,1,C+,2.3,1
405,FEMALE,2021,White,3111,3.88,3.98,4,ACT,650,740,1,A,4,1
406,MALE,2021,Black,3111,2.96,0,0,SAT,600,570,2,C-,1.7,1
407,MALE,2021,TwoOrMore,3111,3.31,95.26,100,SAT,620,680,1,B,3,1
408,FEMALE,2021,White,3111,3.09,3.72,4,ACT,660,600,1,D,1,1
409,MALE,2021,White,3111,2.66,3.67,4,SAT,620,620,1,C-,1.7,1
410,MALE,2021,White,3111,3.72,97.02,100,SAT,640,750,1,A-,3.7,1
411,MALE,2021,Hispanic,3111,3.09,3.5,4,ACT,630,710,1,C,2,1
412,MALE,2021,White,3111,3.64,3.8,4,ACT,740,710,1,B+,3.3,1
413,MALE,2021,White,3111,3.35,3.96,4,SAT,630,700,1,A,4,1
414,FEMALE,2021,White,3107,3.21,94.32,100,SAT,600,660,1,C-,1.7,2
415,MALE,2022,White,3107,3.04,0,0,SAT,580,510,1,A-,3.7,1
416,MALE,2021,Black,3111,3.71,95.84,100,SAT,680,640,1,A-,3.7,1
417,MALE,2021,White,3111,3.24,3.77,4.33,SAT,720,690,1,A-,3.7,1
418,MALE,2021,Black,3107,2.92,3.71,4,SAT,600,650,1,D,1,1
419,MALE,2021,White,3111,2.81,0,0,SAT,660,590,1,C,2,1
420,FEMALE,2021,White,3211,3.04,3.95,4,SAT,660,710,0,,,0
421,FEMALE,2021,Hispanic,3111,3.31,3.82,4,SAT,660,740,1,B-,2.7,1
422,MALE,2021,White,3111,#N/A,3.95,4,SAT,660,650,1,W,,0
423,FEMALE,2021,Hispanic,3111,2.68,3.7,4,SAT,660,600,1,C,2,1
424,MALE,2021,White,3115,3.82,4,4,ACT,660,630,0,,,1
425,FEMALE,2021,Hispanic,3111,2.92,3.5,4,ACT,650,630,1,C+,2.3,1
426,MALE,2021,Asian,3111,3.13,92,100,ACT,740,780,1,A,4,1
427,MALE,2021,TwoOrMore,3111,2.85,3.6,4,SAT,730,680,1,B-,2.7,0
428,FEMALE,2021,White,3111,3.42,3.98,4,SAT,670,780,1,C,2,1
429,FEMALE,2021,TwoOrMore,3213,3.53,4,4,ACT,650,790,0,,,1
430,MALE,2021,Hispanic,3111,2.66,3.3,4,SAT,660,700,1,B-,2.7,1
431,FEMALE,2021,White,3111,3.81,3.92,4,SAT,620,700,1,B+,3.3,1
432,FEMALE,2021,White,3107,3.35,4,4,ACT,580,790,1,B,3,1
433,MALE,2021,TwoOrMore,3107,3.63,0,0,SAT,560,530,1,A,4,1
434,MALE,2021,Hispanic,3111,3.31,4,4,ACT,660,680,1,C+,2.3,1
435,FEMALE,2021,White,3111,3.46,0,0,ACT,600,660,1,B,3,1
436,MALE,2021,White,3111,3.8,3.79,4,SAT,740,780,1,A-,3.7,1
437,MALE,2021,White,3111,3.75,3.82,0,SAT,740,760,1,H,4,1
438,FEMALE,2021,White,3111,3.94,3.4,4,ACT,680,800,1,A,4,1
439,MALE,2021,Hispanic,3111,3.26,0,0,SAT,660,690,2,B+,3.3,1
440,MALE,2021,International Cadet,3107,2.2,3.94,4,ACT,600,680,1,C+,2.3,1
441,MALE,2021,White,3111,3.31,3.88,4,SAT,630,670,1,C,2,1
442,MALE,2021,White,3111,3.08,3.64,4,ACT,740,600,1,B,3,1
443,FEMALE,2021,White,3111,3.3,3.72,4,ACT,630,680,1,A-,3.7,1
444,MALE,2021,White,3111,3.2,0,0,SAT,600,590,1,B-,2.7,1
445,MALE,2021,Black,3107,3.37,0,0,SAT,490,540,1,C,2,1
446,MALE,2021,Black,3107,3.21,0,0,SAT,570,530,1,B+,3.3,1
447,MALE,2021,White,3111,3.47,3.5,4,ACT,790,710,1,C+,2.3,1
448,FEMALE,2021,White,3111,3.25,89,100,ACT,660,800,2,C+,2.3,1
449,MALE,2021,Asian,3111,2.93,3.89,4.3,ACT,700,660,1,B+,3.3,1
450,FEMALE,2021,White,3107,3.4,3.98,4,ACT,600,660,1,B,3,1
451,FEMALE,2021,TwoOrMore,3111,2.98,3.36,4,SAT,660,660,1,C+,2.3,1
452,MALE,2021,White,3107,3.17,3.8,4,ACT,660,630,1,B,3,1
453,MALE,2021,White,3115,3.55,3.9,4,SAT,610,690,0,,,1
454,MALE,2021,White,3115,3.63,4,4,SAT,760,680,0,,,1
455,FEMALE,2021,White,3107,2.8,3.8,4,SAT,640,650,1,C,2,1
456,FEMALE,2021,TwoOrMore,3111,3.85,4,4,SAT,670,710,1,B-,2.7,1
457,FEMALE,2021,White,3111,3.88,4,4,SAT,550,550,1,H,4,1
458,MALE,2021,White,3111,3.82,4,4,SAT,710,780,1,A,4,1
459,MALE,2021,White,3111,2.83,3.52,4,SAT,720,660,1,C,2,1
460,MALE,2021,White,3115,3.7,92.22,100,SAT,710,680,0,,,1
461,MALE,2021,White,3111,3.01,3.7,4,ACT,610,680,1,B,3,1
462,FEMALE,2021,White,3115,3.66,4,4,ACT,680,800,0,,,1
463,MALE,2021,TwoOrMore,3111,2.86,3.6,4,SAT,610,620,1,B,3,1
464,FEMALE,2021,White,3111,2.91,3.85,4,ACT,680,790,1,B,3,1
465,MALE,2021,Black,3111,3.36,3.58,4,ACT,680,680,1,B,3,1
466,FEMALE,2021,White,3111,3.81,3.9,4,SAT,730,680,1,B,3,1
467,FEMALE,2021,White,3111,3.49,3.69,4,SAT,660,630,1,C-,1.7,1
468,FEMALE,2021,Asian,3111,3.74,0,0,SAT,560,620,1,A-,3.7,1
469,MALE,2021,White,3111,3.38,0,0,ACT,610,630,1,A-,3.7,1
470,MALE,2021,White,3111,3.19,3.69,4,SAT,660,610,1,C+,2.3,1
471,FEMALE,2021,Hispanic,3111,3.29,3.95,4,SAT,680,640,1,A,4,1
472,MALE,2021,International Cadet,3107,1.19,3.94,4,ACT,600,680,1,D,1,1
473,FEMALE,2021,Asian,3107,0.84,0,0,ACT,520,490,0,,,0
474,FEMALE,2021,White,3111,3.63,3.5,4,ACT,630,710,1,B,3,1
475,MALE,2021,Asian,3111,3.38,3.95,4,SAT,650,720,1,B-,2.7,1
476,MALE,2021,White,3111,3.48,3.63,4,SAT,680,640,1,A,4,1
477,MALE,2021,White,3111,3.36,0,0,SAT,610,650,1,C,2,1
478,FEMALE,2021,White,3115,3.91,4,4,SAT,800,640,0,,,1
479,FEMALE,2021,Hispanic,3111,2.41,0,0,ACT,610,630,1,C+,2.3,0
480,MALE,2021,White,3111,2.42,3.3,4,ACT,640,710,1,D,1,2
481,MALE,2021,White,3107,2.9,0,0,ACT,610,600,1,C-,1.7,1
482,MALE,2021,White,3111,2.88,3.69,4,SAT,730,650,1,B,3,1
483,MALE,2021,White,3111,3.34,3.8,4,SAT,660,710,1,A-,3.7,1
484,MALE,2021,Black,3115,3.17,0,0,SAT,680,590,0,,,0
485,MALE,2021,White,3111,3,3.26,4,SAT,670,600,1,C,2,1
486,FEMALE,2021,TwoOrMore,3111,3.34,4,4,ACT,600,780,1,A-,3.7,1
487,MALE,2021,White,3111,2.89,0,0,SAT,620,520,1,C+,2.3,1
488,MALE,2021,White,3111,3.45,3.91,4,SAT,690,740,1,A,4,1
489,FEMALE,2021,White,3111,3.4,0,0,SAT,620,590,1,C+,2.3,1
490,FEMALE,2021,Black,3107,1.84,0,0,SAT,560,540,1,D,1,1
491,MALE,2021,NativeAmerican,3107,3.2,0,0,SAT,540,510,1,C,2,1
492,MALE,2021,White,3115,3.59,93.41,100,SAT,750,580,0,,,1
493,MALE,2021,White,3111,3.87,4,4,ACT,600,740,1,B,3,1
494,MALE,2021,White,3111,3.06,3.28,4,SAT,670,650,1,C,2,1
495,FEMALE,2021,Hispanic,3107,3.2,0,0,ACT,600,780,1,D,1,1
496,FEMALE,2021,TwoOrMore,3111,2.85,3.75,4,SAT,600,590,1,D,1,1
497,MALE,2021,Decline to answer,3111,3.83,91,100,ACT,680,780,1,B+,3.3,1
498,FEMALE,2021,Asian,3111,3.01,0,0,SAT,620,530,2,C,2,1
499,FEMALE,2021,White,3107,3.74,3.92,4,SAT,630,690,1,A-,3.7,1
500,FEMALE,2021,White,3111,2.61,3.43,4,ACT,670,790,1,C-,1.7,1
501,MALE,2021,White,3111,3.23,3.7,4,SAT,690,660,1,B+,3.3,1
502,MALE,2021,White,3111,3.06,91.29,100,ACT,610,790,1,B,3,1
503,MALE,2021,Hispanic,3111,3.27,3.9,4,SAT,680,580,1,A-,3.7,1
504,MALE,2021,White,3111,3.39,3.17,4,SAT,700,630,1,B,3,1
505,MALE,2021,Asian,3211,3.76,4,4,SAT,700,640,0,,,1
506,MALE,2021,White,3107,3.52,0,0,SAT,570,510,1,B+,3.3,1
507,MALE,2021,TwoOrMore,3107,3.04,0,0,SAT,600,510,1,A-,3.7,1
508,MALE,2021,Native Hawaiian,3111,2.85,3.72,4,SAT,680,620,1,D,1,1
509,FEMALE,2021,Asian,3111,3.43,3.8,4,ACT,700,790,1,B,3,1
510,FEMALE,2021,TwoOrMore,3111,2.84,3.8,4,SAT,620,630,1,C,2,1
511,FEMALE,2021,White,3115,2.95,3.87,4,SAT,650,620,0,,,1
512,MALE,2021,International Cadet,3111,2.17,3.94,4,ACT,600,680,2,B-,2.7,1
513,MALE,2021,White,3117,3.2,3.78,4,ACT,630,560,0,,,1
514,MALE,2021,White,3111,3.66,4,4,SAT,680,700,1,B+,3.3,1
515,MALE,2021,White,3115,3.05,3.82,4,SAT,670,630,0,,,0
516,MALE,2021,Black,3107,2.74,0,0,SAT,490,560,1,D,1,1
517,FEMALE,2021,White,3115,3.9,3.85,4,SAT,760,720,0,,,1
518,MALE,2021,White,3213,3.66,3.83,4,ACT,730,780,0,,,1
519,MALE,2021,TwoOrMore,3111,3.09,3.73,4,ACT,700,780,1,B+,3.3,1
520,MALE,2021,White,3111,3.72,4,4,SAT,640,590,1,B+,3.3,1
521,FEMALE,2021,White,3115,3.95,4,4,ACT,790,790,0,,,0
522,MALE,2021,Hispanic,3111,3.04,3.74,4,SAT,690,640,1,B,3,1
523,FEMALE,2021,White,3111,3.25,3.9,4,ACT,650,740,1,B,3,1
524,MALE,2021,Black,3111,3.66,0,0,ACT,600,580,1,A,4,1
525,MALE,2021,White,3111,2.73,86.78,100,SAT,670,590,2,D,1,1
526,FEMALE,2021,White,3115,3.26,3.59,4,ACT,600,600,0,,,1
527,MALE,2021,Hispanic,3111,2.6,3.57,4,SAT,600,630,1,B,3,1
528,FEMALE,2021,Hispanic,3111,3.12,0,0,SAT,630,650,1,C,2,1
529,MALE,2021,White,3111,2.87,3.98,4,ACT,660,660,1,C+,2.3,1
530,MALE,2021,White,3111,3.34,3.6,4,SAT,600,590,1,A,4,1
531,MALE,2021,Asian,3107,3.51,0,0,SAT,550,550,1,A-,3.7,1
532,MALE,2021,White,3115,3.16,3.42,4,SAT,650,510,0,,,1
533,MALE,2021,White,3111,3.26,3.98,4,SAT,690,680,1,B+,3.3,1
534,MALE,2021,White,3111,2.95,3.88,4,ACT,630,740,1,B,3,1
535,FEMALE,2021,,3213,3.86,3.19,4,ACT,460,490,0,,,0
536,FEMALE,2021,Hispanic,3107,3.17,3.81,4,SAT,570,600,1,B-,2.7,1
537,FEMALE,2021,TwoOrMore,3115,3.57,4,4,SAT,740,670,0,,,1
538,FEMALE,2021,White,3211,3.79,3.9,4,ACT,710,680,0,,,1
539,MALE,2021,White,3107,3.33,3.5,4,ACT,610,610,1,C,2,1
540,MALE,2021,White,3107,3.32,3.47,4,SAT,660,680,1,B+,3.3,1
541,FEMALE,2021,White,3111,3.39,94.17,100,ACT,700,800,1,B-,2.7,1
542,MALE,2021,White,3111,3.1,4,4,SAT,660,600,1,B+,3.3,1
543,MALE,2021,Hispanic,3107,2.88,0,0,SAT,620,560,1,A-,3.7,1
544,FEMALE,2021,White,3107,3.26,3.9,4,ACT,630,600,1,B,3,1
545,MALE,2021,White,3111,3.97,3.97,4,SAT,760,650,1,A,4,1
546,MALE,2021,,3213,3.73,3.19,4,ACT,460,490,0,,,0
547,MALE,2021,NativeAmerican,3111,2.82,0,0,SAT,570,520,1,C,2,1
548,FEMALE,2021,TwoOrMore,3111,3.62,4,4,SAT,680,630,1,A,4,1
549,MALE,2022,TwoOrMore,3111,2.77,3.58,4,ACT,650,600,1,D,1,1
550,MALE,2021,White,3111,3.43,3.8,4,SAT,670,620,1,D,1,1
551,FEMALE,2021,White,3111,3.38,3.9,4,SAT,620,740,1,C,2,1
552,MALE,2021,White,3111,3.01,3.71,4.3,SAT,670,630,1,C+,2.3,1
553,MALE,2021,White,3115,3.12,3.39,4,ACT,700,660,0,,,1
554,MALE,2021,White,3115,3.73,3.92,4,SAT,640,730,0,,,1
555,FEMALE,2021,Hispanic,3111,3.19,3.92,4,SAT,660,660,1,B,3,1
556,MALE,2021,White,3115,3.58,3.93,4,SAT,680,630,0,,,0
557,MALE,2021,International Cadet,3111,3.11,3.94,4,ACT,600,680,1,B-,2.7,1
558,FEMALE,2021,Black,3107,2.26,0,0,SAT,560,500,1,D,1,2
559,MALE,2021,White,3115,3.66,95.1,100,ACT,790,630,0,,,1
560,MALE,2021,Black,3107,2.62,0,0,ACT,540,600,1,C,2,1
561,MALE,2021,White,3111,3.56,4,4,ACT,700,710,1,B,3,1
562,MALE,2021,Asian,3115,2.03,0,0,ACT,700,630,0,,,1
563,MALE,2021,White,3111,2.22,3.6,4,SAT,770,720,1,B-,2.7,1
564,MALE,2021,Hispanic,3107,#N/A,3.7,4,ACT,600,600,0,,,0
565,MALE,2021,White,3111,3.21,3.23,4,SAT,570,660,1,C,2,1
566,FEMALE,2021,White,3111,3.89,4,4,ACT,700,710,1,H,4,1
567,FEMALE,2021,White,3111,3.59,97,100,ACT,650,780,1,B,3,1
568,FEMALE,2021,Asian,3111,3.94,3.98,4,SAT,770,720,1,H,4,0
569,FEMALE,2021,Asian,3111,2.67,0,0,SAT,620,570,1,D,1,1
570,MALE,2021,White,3111,3.38,92.9,100,ACT,740,800,1,B-,2.7,1
571,FEMALE,2021,White,3111,2.82,3.9,4,SAT,640,630,1,C,2,1
572,MALE,2021,International Cadet,3111,2.7,3.94,4,ACT,600,680,1,C-,1.7,1
573,MALE,2021,White,3111,3.42,3.64,4,SAT,670,660,1,B+,3.3,1
574,MALE,2021,Hispanic,3111,2.44,86.4,100,SAT,660,590,1,C+,2.3,1
575,MALE,2021,White,3115,3.91,4,4,SAT,700,650,0,,,1
576,MALE,2021,White,3111,3.03,3.8,4,ACT,660,600,1,A-,3.7,1
577,MALE,2021,TwoOrMore,3115,3.78,0,0,SAT,610,510,0,,,1
578,FEMALE,2021,White,3111,3.13,3.9,4,SAT,640,720,1,C,2,1
579,MALE,2021,White,3111,3.48,0,0,SAT,600,480,1,B,3,1
580,MALE,2021,White,3111,3.39,3.78,4,SAT,680,650,1,B,3,1
581,MALE,2021,White,3111,3.18,3.5,4,SAT,660,590,1,B,3,1
582,MALE,2021,White,3111,3.91,4,4,SAT,770,530,1,H,4,1
583,FEMALE,2021,White,3213,3.97,98.02,100,SAT,720,800,0,,,1
584,FEMALE,2021,Hispanic,3111,2.88,3.88,4,ACT,700,780,1,A,4,1
585,MALE,2021,White,3111,3.78,3.95,4,ACT,790,800,1,A,4,1
586,FEMALE,2021,Black,3107,2.82,0,0,ACT,460,490,1,C-,1.7,2
587,MALE,2021,TwoOrMore,3111,3.72,3.93,4,SAT,750,780,1,A,4,0
588,MALE,2021,White,3215,3.73,91.18,100,ACT,790,740,0,,,0
589,FEMALE,2021,White,3107,3.06,0,0,ACT,500,560,1,B-,2.7,1
590,FEMALE,2021,Hispanic,3117,3.48,4.18,4.3,SAT,660,650,0,,,1
591,MALE,2021,Asian,3111,3.86,3.78,4,ACT,790,740,1,H,4,1
592,MALE,2021,Hispanic,3111,3.13,3.5,4,SAT,600,600,1,B-,2.7,1
593,MALE,2021,Hispanic,3111,3.36,3.7,4,SAT,630,710,1,B,3,1
594,MALE,2022,Hispanic,3111,3.62,3.71,4,SAT,740,680,1,B+,3.3,1
595,MALE,2022,Hispanic,3107,2.85,0,0,SAT,570,570,1,C-,1.7,1
596,MALE,2022,Decline to answer,3111,3.65,3.93,4,ACT,760,780,1,B,3,1
597,MALE,2022,White,3111,3.11,86.4,100,SAT,690,570,1,B+,3.3,1
598,MALE,2022,Asian,3115,3.52,4.21,4.3,SAT,790,730,0,,,1
599,MALE,2022,International Cadet,3111,3.36,3.49,4,ACT,540,500,1,A,4,1
600,MALE,2022,White,3111,3.27,3.48,4,SAT,690,580,1,B,3,1
601,FEMALE,2022,White,3107,3.67,4,4,ACT,650,600,1,H,4,1
602,MALE,2022,White,3111,3.8,3.89,4,ACT,650,740,1,A-,3.7,0
603,MALE,2022,International Cadet,3111,3.26,3.49,4,ACT,540,500,1,B+,3.3,1
604,FEMALE,2022,TwoOrMore,3111,3.47,5.86,7,SAT,680,700,1,C+,2.3,1
605,MALE,2022,White,3111,3.87,4,4,ACT,670,780,1,A,4,1
606,MALE,2022,White,3111,3.33,3.51,4,SAT,660,650,1,B-,2.7,1
607,MALE,2022,TwoOrMore,3111,3.3,91.5,100,SAT,650,660,1,C+,2.3,1
608,FEMALE,2022,Black,3111,2.96,93.82,100,SAT,640,630,2,C+,2.3,2
609,MALE,2022,White,3111,3.52,3.96,4,SAT,750,740,1,A-,3.7,1
610,FEMALE,2022,Hispanic,3107,3.42,3.81,4,SAT,630,700,1,B+,3.3,1
611,MALE,2022,Hispanic,3107,3.23,0,0,ACT,560,560,1,C+,2.3,1
612,FEMALE,2022,White,3111,3.85,4,4,SAT,710,730,1,A,4,1
613,MALE,2022,Asian,3115,3.59,4,4,SAT,700,620,0,,,1
614,FEMALE,2022,White,3111,3.46,3.8,4,SAT,670,650,1,C,2,1
615,MALE,2022,White,3111,3.98,3.95,4,SAT,760,750,1,A,4,1
616,MALE,2022,White,3115,3.34,3.5,4,SAT,640,640,0,,,0
617,FEMALE,2022,White,3107,3.53,3.89,0,SAT,660,670,1,A-,3.7,1
618,MALE,2022,Native Hawaiian,3111,2.78,3.85,4,SAT,660,640,1,B,3,1
619,FEMALE,2022,TwoOrMore,3111,3.36,3.5,4,SAT,700,690,1,A-,3.7,1
620,FEMALE,2022,White,3111,3.51,3.99,4,SAT,670,730,1,A-,3.7,1
621,MALE,2022,White,3111,3.56,3.91,4,SAT,710,700,1,C,2,1
622,MALE,2022,White,3115,3.5,3.85,4,ACT,760,800,0,,,1
623,MALE,2022,White,3111,3.75,3.9,4,SAT,670,680,1,A,4,1
624,MALE,2022,Black,3111,3.01,0,0,SAT,570,540,1,B,3,1
625,MALE,2022,White,3111,3.97,3.99,4,SAT,740,620,1,H,4,1
626,FEMALE,2022,Hispanic,3111,3.05,3.9,4,ACT,630,660,1,C,2,1
627,MALE,2022,White,3107,3.41,3.8,4,SAT,610,660,1,B+,3.3,1
628,FEMALE,2022,White,3111,3.45,3.8,4,SAT,590,660,1,B,3,1
629,FEMALE,2022,White,3111,2.44,97.24,100,SAT,690,660,1,C-,1.7,1
630,FEMALE,2022,White,3111,3.9,3.99,4,SAT,700,690,1,A,4,1
631,MALE,2022,Asian,3111,3.3,3.88,4,SAT,790,730,1,A-,3.7,1
632,FEMALE,2022,Decline to answer,3111,3.83,3.92,4,ACT,700,790,1,A,4,1
633,FEMALE,2022,White,3111,3.66,4,4,SAT,580,520,1,A-,3.7,1
634,FEMALE,2022,White,3107,3.48,3.96,4,ACT,610,780,1,C+,2.3,1
635,MALE,2022,White,3107,3.04,0,0,SAT,590,610,1,B,3,1
636,MALE,2022,White,3111,3.92,3.71,4,SAT,700,700,1,A,4,1
637,MALE,2022,TwoOrMore,3111,3.17,96.21,100,SAT,720,680,1,B+,3.3,0
638,FEMALE,2022,White,3111,3.82,0,0,ACT,610,630,1,H,4,0
639,FEMALE,2022,White,3111,3.03,90.2,100,SAT,640,600,1,C,2,1
640,MALE,2022,White,3115,2.81,0,0,SAT,650,670,0,,,1
641,FEMALE,2022,White,3115,3.82,4,4,SAT,760,740,0,,,1
642,MALE,2022,White,3107,3.01,3.24,4,SAT,640,660,1,B,3,1
643,MALE,2022,Hispanic,3115,3.77,4,4,SAT,780,630,0,,,1
644,FEMALE,2022,White,3111,3.46,4,4,SAT,650,650,1,B+,3.3,1
645,MALE,2022,Hispanic,3107,2.78,0,0,SAT,590,590,1,B,3,1
646,FEMALE,2022,Asian,3117,2.76,3.45,4,SAT,720,650,0,,,1
647,MALE,2022,Decline to answer,3107,3.82,3.51,4,SAT,720,660,1,H,4,1
648,FEMALE,2022,White,3115,#N/A,3.7,4,SAT,680,640,0,,,0
649,MALE,2022,White,3111,2.7,0,0,ACT,610,630,1,C+,2.3,1
650,MALE,2022,White,3107,2.69,0,0,SAT,540,530,1,B,3,1
651,FEMALE,2022,White,3115,3.91,4,4,ACT,700,780,0,,,1
652,MALE,2022,White,3107,3.28,93.7,100,SAT,670,590,1,B+,3.3,1
653,FEMALE,2022,White,3111,2.79,0,0,SAT,540,580,1,D,1,1
654,MALE,2022,TwoOrMore,3111,2.82,0,0,SAT,650,590,1,C,2,1
655,MALE,2022,White,3111,3.54,0,0,SAT,590,620,1,B+,3.3,1
656,FEMALE,2022,White,3111,3.29,4,4,SAT,660,610,1,A-,3.7,1
657,MALE,2022,White,3111,2.81,0,0,SAT,610,630,1,B,3,1
658,FEMALE,2022,Asian,3111,3.36,0,0,SAT,660,680,1,B-,2.7,1
